Left_hip_Y_Coordinate,Right_hip_Y_Coordinate
0.07999999999992724,-0.08000000000015461
0.10999999999989996,-0.11000000000012733
0.06500000000005457,-0.06500000000005457
0.07999999999992724,-0.07999999999992724
-0.009999999999990905,0.009999999999990905
2.7350000000001273,-2.7349999999999
2.7649999999998727,-2.7650000000001
0.07500000000004547,-0.07500000000004547
0.07000000000016371,-0.06999999999993634
0.08999999999991815,-0.08999999999991815
0.08749999999986358,-0.08749999999986358
0.08500000000003638,-0.08500000000003638
0.07999999999992724,-0.07999999999992724
0.09000000000014552,-0.08999999999991815
0.08000000000015461,-0.07999999999992724
-0.01999999999998181,0.01999999999998181
-0.044999999999845386,0.04500000000007276
0.0,0.0
-2.949999999999818,2.9500000000000455
0.07500000000004547,-0.0749999999998181
-5.779999999999973,5.779999999999973
-0.10000000000013642,0.09999999999990905
0.0,0.0
-0.03999999999996362,0.03999999999996362
-0.009999999999990905,0.009999999999990905
0.01999999999998181,-0.01999999999998181
0.015000000000100044,-0.01499999999987267
2.9200000000000728,-2.9199999999998454
0.125,-0.125
2.9850000000001273,-2.9849999999999
5.775000000000091,-5.774999999999864
3.005000000000109,-3.005000000000109
8.730000000000018,-8.730000000000018
2.9650000000001455,-2.964999999999918
3.0049999999998818,-3.005000000000109
5.75,-5.75
0.10000000000013642,-0.09999999999990905
0.13000000000010914,-0.12999999999988177
0.15999999999985448,-0.16000000000008185
2.7950000000000728,-2.7950000000000728
0.07500000000004547,-0.07500000000004547
0.1150000000000091,-0.1150000000000091
0.10500000000001819,-0.10500000000001819
0.08999999999991815,-0.09000000000014552
0.07500000000004547,-0.07500000000004547
2.8500000000001364,-2.849999999999909
0.09999999999990905,-0.10000000000013642
0.03999999999996362,-0.03999999999996362
0.10999999999989996,-0.11000000000012733
0.09000000000014552,-0.08999999999991815
0.13000000000010914,-0.12999999999988177
0.055000000000063665,-0.055000000000063665
2.775000000000091,-2.7749999999998636
2.7899999999999636,-2.7899999999999636
-0.005000000000109139,0.004999999999881766
-0.004999999999881766,0.005000000000109139
-0.03999999999996362,0.040000000000190994
-0.07999999999992724,0.08000000000015461
-2.875,2.875
0.049999999999954525,-0.049999999999954525
-2.9249999999999545,2.9249999999999545
-0.07500000000004547,0.0749999999998181
0.0500000000001819,-0.049999999999954525
-2.894999999999982,2.894999999999982
0.035000000000081855,-0.03499999999985448
0.07000000000016371,-0.06999999999993634
0.05999999999994543,-0.060000000000172804
2.9049999999999727,-2.9049999999999727
2.9850000000001273,-2.9849999999999
2.9500000000000455,-2.9500000000000455
8.775000000000091,-8.774999999999864
2.990000000000009,-2.990000000000009
5.75,-5.75
5.690000000000055,-5.690000000000055
2.8500000000001364,-2.849999999999909
2.8350000000000364,-2.8350000000000364
5.869999999999891,-5.870000000000118
5.855000000000018,-5.855000000000018
2.939999999999827,-2.9400000000000546
0.08999999999991815,-0.08999999999991815
0.15499999999997272,-0.15499999999997272
2.7450000000001182,-2.744999999999891
0.125,-0.125
0.10500000000001819,-0.10500000000001819
0.07500000000004547,-0.07500000000004547
0.08000000000015461,-0.07999999999992724
0.08500000000003638,-0.08500000000003638
0.03499999999985448,-0.035000000000081855
0.05999999999994543,-0.05999999999994543
0.07999999999992724,-0.07999999999992724
2.785000000000082,-2.785000000000082
0.08500000000003638,-0.08500000000003638
2.925000000000182,-2.9249999999999545
0.08000000000015461,-0.07999999999992724
2.8799999999998818,-2.880000000000109
-0.06500000000005457,0.06500000000005457
-2.7999999999999545,2.7999999999999545
-2.964999999999918,2.964999999999918
-0.08500000000003638,0.08500000000003638
-2.755000000000109,2.7549999999998818
-0.07500000000004547,0.07500000000004547
-0.05499999999983629,0.055000000000063665
-0.04500000000007276,0.04500000000007276
0.0,0.0
-0.01499999999987267,0.015000000000100044
-0.01499999999987267,0.015000000000100044
0.0,0.0
0.015000000000100044,-0.01499999999987267
0.029999999999972715,-0.029999999999972715
0.01499999999987267,-0.015000000000100044
5.805000000000064,-5.805000000000064
5.919999999999845,-5.920000000000073
8.759999999999991,-8.759999999999991
8.7800000000002,-8.779999999999973
7.365000000000009,-7.365000000000009
5.9500000000000455,-5.949999999999818
5.855000000000018,-5.855000000000018
5.860000000000127,-5.8599999999999
2.980000000000018,-2.980000000000018
2.8700000000001182,-2.869999999999891
2.755000000000109,-2.7549999999998818
2.8049999999998363,-2.8050000000000637
0.044999999999845386,-0.04500000000007276
0.08000000000015461,-0.07999999999992724
0.1150000000000091,-0.1150000000000091
0.08000000000015461,-0.07999999999992724
0.0649999999998272,-0.06500000000005457
2.8199999999999363,-2.8199999999999363
2.7100000000000364,-2.709999999999809
-0.01499999999987267,0.015000000000100044
0.015000000000100044,-0.01499999999987267
0.03999999999996362,-0.03999999999996362
2.855000000000018,-2.855000000000018
0.009999999999990905,-0.010000000000218279
0.0,0.0
-0.06500000000005457,0.0649999999998272
0.049999999999954525,-0.049999999999954525
0.02500000000009095,-0.02500000000009095
-0.07999999999992724,0.08000000000015461
-0.02500000000009095,0.024999999999863576
-0.035000000000081855,0.03499999999985448
-0.02750000000014552,0.027499999999918145
-0.01999999999998181,0.01999999999998181
-0.06500000000005457,0.06500000000005457
-0.029999999999972715,0.029999999999972715
-0.01749999999992724,0.01749999999992724
-0.004999999999881766,0.005000000000109139
-0.01999999999998181,0.01999999999998181
0.035000000000081855,-0.03499999999985448
0.015000000000100044,-0.01499999999987267
0.0,0.0
-2.7200000000000273,2.7200000000000273
2.9149999999999636,-2.915000000000191
2.9449999999999363,-2.9449999999999363
5.875,-5.875
0.029999999999972715,-0.029999999999972715
1.4525000000001,-1.4524999999998727
2.875,-2.875
2.935000000000173,-2.9349999999999454
2.994999999999891,-2.9950000000001182
2.894999999999982,-2.894999999999982
5.849999999999909,-5.850000000000136
5.8900000000001,-5.889999999999873
5.875,-5.875
2.9400000000000546,-2.939999999999827
2.9700000000000273,-2.9700000000000273
0.17000000000007276,-0.16999999999984539
0.10999999999989996,-0.10999999999989996
0.07999999999992724,-0.07999999999992724
0.06999999999993634,-0.06999999999993634
0.07500000000004547,-0.07500000000004547
0.03999999999996362,-0.03999999999996362
0.024999999999863576,-0.02500000000009095
-0.08500000000003638,0.084999999999809
-2.7800000000002,2.7799999999999727
-0.1150000000000091,0.1150000000000091
-0.02500000000009095,0.02500000000009095
0.049999999999954525,-0.049999999999954525
-0.009999999999990905,0.009999999999990905
-0.03999999999996362,0.03999999999996362
0.024999999999863576,-0.02500000000009095
-2.9299999999998363,2.9300000000000637
-0.11999999999989086,0.12000000000011823
-0.07500000000004547,0.07500000000004547
-0.01999999999998181,0.020000000000209184
-2.7200000000000273,2.7199999999998
-0.029999999999972715,0.029999999999972715
0.020000000000209184,-0.01999999999998181
0.015000000000100044,-0.015000000000100044
-0.009999999999990905,0.009999999999990905
0.009999999999990905,-0.009999999999990905
0.029999999999972715,-0.029999999999972715
0.03000000000020009,-0.029999999999972715
-0.020000000000209184,0.01999999999998181
-0.01999999999998181,0.020000000000209184
-0.1150000000000091,0.1150000000000091
-1.4700000000000273,1.4700000000000273
-2.8250000000000455,2.824999999999818
0.06999999999993634,-0.06999999999993634
2.855000000000018,-2.855000000000018
1.4774999999999636,-1.4774999999999636
