nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(3845.51, 1342.99)","(3780.65, 1490.24)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(3739.18, 1525.74)","(3721.69, 1519.52)","(3786.42, 1519.44)"
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(3845.63, 1242.79)","(3845.57, 1225.18)","(3786.59, 1366.48)","(3745.5, 1501.91)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(3704.17, 1525.38)","(3698.43, 1519.38)","(3757.17, 1525.48)"
"(3798.3, 1013.43)","(3845.59, 1084)","(3845.46, 1078)","(3845.43, 1148.78)","(3780.69, 1148.84)","(3845.61, 1078.02)","(3845.62, 1154.31)","(3798.28, 1154.65)","(3845.56, 1248.73)","(3816, 1243.03)","(nan, nan)","(nan, nan)","(3845.62, 1249.05)","(3845.59, 1390.35)","(nan, nan)","(3798.38, 1007.54)","(3845.44, 1007.56)","(nan, nan)","(3845.58, 1013.55)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(3780.39, 1013.47)","(3845.45, 1089.83)","(3792.35, 1095.46)","(3786.53, 1154.59)","(3739.5, 1154.84)","(3845.54, 1089.79)","(3845.56, 1166.27)","(3780.51, 1154.77)","(3845.41, 1254.58)","(3786.53, 1248.86)","(3739.05, 1384.09)","(3721.76, 1525.36)","(nan, nan)","(nan, nan)","(nan, nan)","(3774.8, 1007.47)","(3786.69, 1012.97)","(nan, nan)","(3845.48, 1019.07)","(nan, nan)","(nan, nan)","(nan, nan)","(3656.86, 1543.24)","(3651.37, 1531.4)","(3739.34, 1537.2)"
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(3816.03, 1249.07)","(nan, nan)","(nan, nan)","(nan, nan)","(3845.54, 1254.72)","(3845.57, 1390.04)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(3739.58, 1019.24)","(3792.05, 1095.64)","(3768.83, 1095.71)","(3786.33, 1160.44)","(3721.77, 1172.12)","(3798.53, 1095.75)","(3845.52, 1178.11)","(3745.59, 1183.87)","(3786.14, 1260.55)","(3745.51, 1260.51)","(3704.01, 1389.93)","(3704.14, 1531.24)","(3792.71, 1260.59)","(3845.44, 1390.35)","(nan, nan)","(3739.57, 1013.27)","(3751.09, 1013.23)","(nan, nan)","(3792.33, 1019.18)","(nan, nan)","(nan, nan)","(nan, nan)","(3651.31, 1560.67)","(3656.88, 1537.33)","(3733.41, 1543.14)"
"(3704, 1025)","(3751.18, 1101.44)","(3739.09, 1101.47)","(3733.44, 1178.18)","(3668.84, 1178.17)","(3780.7, 1101.52)","(3845.46, 1183.93)","(3745.1, 1201.48)","(3745.59, 1266.47)","(3733.35, 1260.65)","(3692.23, 1390.12)","(3715.77, 1531.58)","(3786.18, 1272.26)","(3757.02, 1419.37)","(3845.44, 1354.75)","(3698.47, 1013.42)","(3721.83, 1013.41)","(nan, nan)","(3751.37, 1030.87)","(3845.48, 1384.24)","(3845.51, 1384.25)","(3845.5, 1349.03)","(3657, 1566.68)","(3662.93, 1549.07)","(3739.42, 1554.92)"
"(3674.63, 1030.91)","(3704.32, 1101.45)","(3686.45, 1101.48)","(3674.65, 1172.33)","(3633.29, 1178.17)","(3745.14, 1101.49)","(3792.61, 1189.75)","(3727.69, 1213.57)","(3721.68, 1278.28)","(3692.41, 1278.17)","(3657.11, 1401.83)","(3710.08, 1531.43)","(3745.21, 1283.86)","(3733.28, 1419.37)","(3845.42, 1348.82)","(3674.57, 1019.05)","(3692.15, 1019.06)","(nan, nan)","(3727.53, 1036.87)","(3845.55, 1366.61)","(3845.53, 1372.37)","(3845.46, 1342.89)","(3656.92, 1566.73)","(3663.01, 1549.14)","(3739.42, 1548.96)"
"(3645.27, 1036.78)","(3692.25, 1101.76)","(3651.37, 1107.2)","(3651.18, 1189.9)","(3597.85, 1184.03)","(3715.93, 1101.62)","(3780.58, 1189.85)","(3698.44, 1236.98)","(3692.41, 1284.1)","(3662.86, 1284.07)","(3645.36, 1402)","(3704.23, 1531.48)","(3715.83, 1289.64)","(3657.04, 1419.38)","(3780.67, 1372.43)","(3645.22, 1019.19)","(3651.39, 1019.17)","(nan, nan)","(3697.95, 1042.65)","(3816.01, 1395.98)","(nan, nan)","(3786.32, 1348.75)","(3651.03, 1572.38)","(3656.9, 1555.04)","(3739.27, 1543.33)"
"(3609.9, 1036.84)","(3651.12, 1101.71)","(3627.47, 1107.18)","(3609.79, 1184.02)","(3557.06, 1172.27)","(3692.06, 1101.71)","(3757, 1178.22)","(3691.96, 1242.53)","(3657.11, 1278.16)","(3645.14, 1278.25)","(3639.41, 1419.37)","(3704.15, 1531.66)","(3692.01, 1278.13)","(3603.86, 1396.02)","(3739.61, 1378.22)","(3609.75, 1019.15)","(3633.48, 1019.29)","(nan, nan)","(3657.07, 1048.34)","(3786.55, 1413.64)","(3792.11, 1395.99)","(3745.27, 1354.64)","(3651.04, 1572.39)","(3657.03, 1560.79)","(3739.16, 1548.97)"
"(3580.46, 1036.73)","(3615.72, 1101.57)","(3591.97, 1101.7)","(3562.66, 1195.67)","(3521.66, 1160.48)","(3651.23, 1101.53)","(3739.21, 1172.34)","(3656.92, 1236.77)","(3639.41, 1284.15)","(3609.79, 1284.17)","(3627.6, 1430.95)","(3704.14, 1531.63)","(3656.91, 1284.11)","(3556.93, 1384.19)","(3692.49, 1384.28)","(3580.31, 1019.19)","(3598, 1019.12)","(nan, nan)","(3633.47, 1042.54)","(3733.37, 1431.15)","(3733.53, 1419.42)","(3698.47, 1372.47)","(3651.09, 1572.28)","(3657.08, 1560.68)","(3739.13, 1543.23)"
"(3551.11, 1036.74)","(3598.12, 1101.69)","(3556.94, 1101.84)","(3527.52, 1195.41)","(3504.03, 1154.4)","(3639.1, 1101.62)","(3709.9, 1160.55)","(3645.14, 1219.31)","(3604, 1278.08)","(3592.21, 1278.23)","(3604.23, 1419.44)","(3698.39, 1531.19)","(3627.56, 1272.41)","(3509.83, 1378.35)","(3610.03, 1407.64)","(3550.95, 1019.18)","(3557.22, 1019.11)","(nan, nan)","(3603.83, 1036.75)","(3650.99, 1443.07)","(3645.14, 1437.13)","(3633.42, 1390.2)","(3651.08, 1572.33)","(3657.08, 1560.76)","(3733.38, 1531.69)"
"(3515.62, 1025.12)","(3556.95, 1101.35)","(3527.35, 1101.47)","(3509.99, 1178.09)","(3480.36, 1154.69)","(3598.09, 1101.49)","(3686.5, 1154.84)","(3610.02, 1207.52)","(3562.93, 1278.06)","(3556.9, 1278.1)","(3604.01, 1431.05)","(3698.5, 1525.6)","(3580.52, 1278.18)","(3468.78, 1366.44)","(3598.1, 1425.47)","(3515.57, 1013.4)","(3539.29, 1013.48)","(nan, nan)","(3568.6, 1025.18)","(3603.84, 1472.5)","(3598.14, 1454.95)","(3604.09, 1425.18)","(3656.94, 1566.81)","(3668.69, 1560.71)","(3733.58, 1531.18)"
"(3498.04, 1019.17)","(3539.3, 1101.36)","(3504.02, 1101.39)","(3462.86, 1189.73)","(3450.96, 1142.67)","(3568.63, 1101.25)","(3651.38, 1154.56)","(3592.14, 1201.62)","(3550.64, 1260.45)","(3527.43, 1260.59)","(3592.01, 1407.62)","(3692.04, 1519.71)","(3556.66, 1254.78)","(3444.94, 1343.17)","(3556.65, 1437.51)","(3492.11, 1013.39)","(3509.5, 1013.18)","(nan, nan)","(3550.87, 1019.36)","(3545.07, 1490.29)","(3551.19, 1484.46)","(3568.75, 1437.34)","(3651.37, 1566.72)","(3662.83, 1560.67)","(3704.07, 1525.31)"
"(3462.57, 1019.22)","(3509.49, 1095.67)","(3468.49, 1101.22)","(3439.01, 1183.88)","(3415.77, 1131)","(3550.68, 1095.78)","(3639.21, 1148.83)","(3557.19, 1195.83)","(3504.14, 1254.56)","(3498.01, 1254.68)","(3562.82, 1390.42)","(3656.99, 1496.15)","(3515.62, 1254.55)","(3403.89, 1342.78)","(3503.69, 1443.06)","(3457, 1013.3)","(3474.39, 1013.15)","(nan, nan)","(3510.05, 1019.24)","(3468.54, 1502.05)","(3497.97, 1490.28)","(3510, 1443.26)","(3650.85, 1554.91)","(3651.16, 1543.29)","(3692.05, 1507.73)"
"(3427.49, 1019.07)","(3468.51, 1095.46)","(3427.28, 1095.63)","(3409.42, 1184.01)","(3403.58, 1130.96)","(3509.89, 1089.89)","(3604.02, 1148.61)","(3533.43, 1195.57)","(3462.94, 1248.86)","(3456.76, 1254.55)","(3550.85, 1384.41)","(3644.97, 1484.52)","(3486.26, 1248.71)","(3368.3, 1337.09)","(3439.11, 1472.28)","(3427.27, 1013.18)","(3450.93, 1013.16)","(nan, nan)","(3486.32, 1019.31)","(3403.89, 1507.89)","(3415.74, 1507.93)","(3456.98, 1472.62)","(3650.97, 1543.16)","(3650.99, 1537.33)","(3651.33, 1490.31)"
"(3409.51, 1013.56)","(3444.98, 1089.8)","(3403.71, 1095.5)","(3368.37, 1178.16)","(3362.62, 1136.9)","(3486.11, 1089.71)","(3580.31, 1148.64)","(3503.94, 1189.65)","(3444.97, 1248.81)","(3427.24, 1248.98)","(3509.62, 1372.36)","(3615.77, 1478.09)","(3456.57, 1248.65)","(3338.94, 1337.29)","(3368.73, 1484.12)","(3403.83, 1013.15)","(3415.54, 1013.04)","(nan, nan)","(3456.8, 1019.15)","(3327.3, 1513.66)","(3356.69, 1519.52)","(3397.86, 1490.12)","(3639.14, 1525.33)","(3645.26, 1519.46)","(3644.94, 1478.44)"
"(3368.55, 1013.36)","(3415.3, 1089.74)","(3368.64, 1089.89)","(3327.39, 1183.86)","(3333.15, 1130.91)","(3456.56, 1089.79)","(3545.12, 1148.59)","(3468.57, 1183.93)","(3409.78, 1243.06)","(3386.25, 1248.59)","(3480.23, 1378.12)","(3603.71, 1454.86)","(3427.25, 1242.97)","(3315.3, 1337.22)","(3321.1, 1490.16)","(3368.39, 1007.51)","(3386.17, 1007.55)","(nan, nan)","(3421.59, 1019.01)","(3274.06, 1519.49)","(3286.13, 1525.44)","(3333.03, 1513.65)","(3609.83, 1501.97)","(3621.67, 1496)","(3615.88, 1460.72)"
"(3338.99, 1013.32)","(3374.32, 1089.66)","(3327.36, 1083.98)","(3291.94, 1166.34)","(3309.51, 1131.05)","(3421.43, 1089.73)","(3510, 1148.65)","(3445.06, 1183.87)","(3368.63, 1248.59)","(3356.7, 1248.79)","(3444.92, 1378.22)","(3568.57, 1431.43)","(3397.88, 1243.13)","(3280.15, 1342.98)","(3274.13, 1490.13)","(3333.21, 1007.5)","(3356.74, 1007.56)","(nan, nan)","(3397.76, 1013.55)","(3221.45, 1513.73)","(3233.18, 1525.32)","(3280.25, 1507.93)","(3598.26, 1496.19)","(3603.84, 1490.27)","(3592.26, 1425.49)"
"(3315.46, 1013.17)","(3344.95, 1089.68)","(3309.36, 1083.98)","(3268.08, 1160.64)","(3285.95, 1136.99)","(3386.1, 1089.66)","(3474.4, 1154.29)","(3403.68, 1189.86)","(3350.79, 1248.79)","(3327.31, 1248.87)","(3409.44, 1384.04)","(3544.89, 1401.92)","(3362.53, 1248.7)","(3268.23, 1349.01)","(3227.31, 1495.97)","(3315.3, 1007.39)","(3321.51, 1007.45)","(nan, nan)","(3362.73, 1013.56)","(3174.38, 1507.83)","(3186.03, 1525.21)","(3238.84, 1519.51)","(3562.93, 1460.7)","(3557.18, 1449.04)","(3556.93, 1390.27)"
"(3274.49, 1013.17)","(3321.07, 1089.81)","(3274.21, 1089.77)","(3227.43, 1160.62)","(3250.67, 1136.99)","(3362.61, 1095.51)","(3450.7, 1154.77)","(3368.54, 1189.89)","(3315.63, 1248.86)","(3297.74, 1248.91)","(3362.63, 1389.84)","(3503.74, 1384.4)","(3333.08, 1248.88)","(3233.28, 1360.63)","(3191.94, 1501.84)","(3274.37, 1007.37)","(3297.72, 1007.43)","(nan, nan)","(3327.32, 1013.56)","(3132.83, 1507.76)","(3150.55, 1525.31)","(3209.42, 1525.35)","(3550.96, 1437.22)","(3550.75, 1436.99)","(3510.01, 1372.42)"
"(3250.68, 1013.46)","(3280.34, 1089.67)","(3238.94, 1072.25)","(3215.17, 1148.84)","(3215.48, 1142.88)","(3333.06, 1095.76)","(3409.65, 1160.44)","(3327.45, 1195.42)","(3274.42, 1249.05)","(3262.37, 1254.58)","(3327.19, 1390.15)","(3456.99, 1378.36)","(3309.4, 1249.08)","(3221.13, 1372.45)","(3174.21, 1513.68)","(3244.85, 1013.13)","(3268.1, 1013.01)","(nan, nan)","(3303.69, 1019.12)","(3127.1, 1519.57)","(3138.78, 1525.69)","(3179.92, 1525.66)","(3509.64, 1419.5)","(3503.74, 1413.64)","(3468.63, 1354.75)"
"(3221.37, 1019.01)","(3262.38, 1095.56)","(3215.31, 1083.99)","(3174.19, 1154.47)","(3186.03, 1148.45)","(3309.43, 1101.35)","(3368.36, 1178.01)","(3309.4, 1195.6)","(3256.68, 1249.03)","(3227.28, 1249.02)","(3285.96, 1395.88)","(3415.34, 1354.74)","(3274.18, 1254.58)","(3186.16, 1378.4)","(3156.44, 1519.69)","(3221.26, 1013.12)","(3227.39, 1013.09)","(nan, nan)","(3274.07, 1019.16)","(3097.59, 1525.58)","(3126.86, 1531.61)","(3162.48, 1531.34)","(3456.74, 1390.33)","(3450.99, 1390.14)","(3421.48, 1342.8)"
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(824.856, 819.082)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(3180.29, 1019.3)","(3227.07, 1095.67)","(3185.85, 1089.68)","(3191.72, 1154.39)","(3156.51, 1154.73)","(3268.44, 1101.58)","(3321.5, 1184.04)","(3250.81, 1195.49)","(3221.49, 1254.85)","(3197.63, 1254.74)","(3238.82, 1401.84)","(3362.71, 1343.29)","(3244.91, 1260.54)","(3173.98, 1378.34)","(3133.07, 1525.48)","(3180.32, 1013.5)","(3197.78, 1013.32)","(nan, nan)","(3233, 1025.02)","(3080.1, 1537.17)","(3103.54, 1549.1)","(3144.72, 1537.19)","(3409.74, 1384.14)","(3409.54, 1384.01)","(3368.63, 1337.01)"
"(3156.55, 1025.02)","(3191.81, 1101.4)","(3162.22, 1095.55)","(3150.64, 1160.36)","(3121.09, 1178.18)","(3233.17, 1101.79)","(3286.11, 1195.82)","(3215.25, 1195.66)","(3180.21, 1272.23)","(3168.04, 1266.43)","(3203.63, 1401.96)","(3315.57, 1348.83)","(3215.29, 1272.42)","(3138.73, 1390)","(3132.66, 1531.17)","(3162.19, 1019.2)","(3174.03, 1013.5)","(nan, nan)","(3209.56, 1030.88)","(3080.03, 1549.05)","(3097.53, 1566.54)","(3138.76, 1543.13)","(3362.71, 1384.07)","(3362.44, 1383.93)","(3321.46, 1337.1)"
"(3127.14, 1036.67)","(3173.87, 1101.5)","(3127.12, 1095.75)","(3126.81, 1160.47)","(3085.73, 1189.84)","(3215.13, 1107.21)","(3239.06, 1201.38)","(3168.19, 1195.65)","(3162.46, 1272.41)","(3132.81, 1266.41)","(3162.22, 1407.68)","(3268.38, 1343.21)","(3180.35, 1283.86)","(3121.12, 1390.13)","(3127.08, 1531.5)","(3127.08, 1019.2)","(3133.24, 1019.14)","(nan, nan)","(3179.81, 1042.54)","(3079.68, 1560.84)","(3086.11, 1572.39)","(3138.86, 1549.05)","(3315.43, 1384.31)","(3315.18, 1384.05)","(3274.26, 1331.24)"
"(3091.7, 1048.4)","(3132.8, 1107.26)","(3086.15, 1101.63)","(3085.65, 1189.68)","(3044.79, 1195.98)","(3174.27, 1107.59)","(3191.95, 1201.87)","(3121.18, 1195.61)","(3127.24, 1283.97)","(3097.76, 1278.23)","(3115.2, 1390.29)","(3215.37, 1348.92)","(3150.6, 1289.66)","(3085.92, 1390.41)","(3127.01, 1531.52)","(3086.09, 1024.97)","(3115.3, 1030.85)","(nan, nan)","(3144.62, 1048.44)","(3074, 1566.72)","(3085.94, 1572.58)","(3138.89, 1549.01)","(3250.68, 1384.3)","(3233.21, 1384.12)","(3221.2, 1337.27)"
"(3068.1, 1048.53)","(3097.68, 1113.22)","(3074.01, 1107.34)","(3056.44, 1189.99)","(3032.81, 1201.69)","(3133.12, 1119.28)","(3144.85, 1213.53)","(3079.82, 1196.02)","(3097.61, 1284.03)","(3079.77, 1278.23)","(3038.76, 1401.89)","(3174.11, 1354.7)","(3127.25, 1289.71)","(3080.18, 1396.01)","(3126.83, 1531.41)","(3068.02, 1036.68)","(3079.85, 1030.93)","(nan, nan)","(3115.31, 1048.65)","(3079.6, 1560.85)","(3086.04, 1566.82)","(3138.72, 1543.1)","(3197.67, 1389.92)","(3185.93, 1384.33)","(3174.25, 1343.14)"
"(3032.96, 1048.49)","(3079.79, 1107.69)","(3038.77, 1107.37)","(3038.78, 1195.55)","(3009.35, 1195.95)","(3103.6, 1113.42)","(3121.11, 1213.59)","(3033.05, 1195.9)","(3079.87, 1289.65)","(3044.68, 1283.96)","(2985.9, 1395.88)","(3126.81, 1378.07)","(3097.6, 1289.96)","(3068.19, 1401.82)","(3126.85, 1531.39)","(3032.87, 1030.84)","(3044.52, 1030.85)","(nan, nan)","(3085.73, 1048.45)","(3074.13, 1560.92)","(3086.08, 1572.4)","(3139.01, 1543.08)","(3156.55, 1396.2)","(3156.53, 1396.07)","(3127.22, 1360.58)"
"(2997.45, 1042.76)","(3038.83, 1107.38)","(3021.05, 1101.56)","(3026.8, 1189.67)","(2985.58, 1189.97)","(3079.59, 1113.4)","(3079.65, 1207.61)","(2997.51, 1183.86)","(3044.53, 1278.17)","(3026.9, 1272.23)","(2944.77, 1384.22)","(3091.61, 1384.31)","(3079.7, 1284.04)","(3039.06, 1407.81)","(3126.83, 1531.23)","(2997.47, 1025.07)","(3021, 1025.11)","(nan, nan)","(3044.62, 1048.5)","(3074.06, 1566.72)","(3086.02, 1572.64)","(3139.02, 1537.21)","(3109.33, 1437.12)","(3115.17, 1431.16)","(3115.14, 1378.17)"
"(2979.79, 1030.92)","(3015.2, 1101.58)","(2991.62, 1101.42)","(2991.86, 1189.8)","(2950.54, 1189.86)","(3038.5, 1101.72)","(3032.99, 1201.48)","(2973.8, 1166.4)","(3021.15, 1266.36)","(2991.58, 1254.88)","(2915.09, 1372.45)","(3026.94, 1384.27)","(3038.84, 1272.35)","(3038.71, 1401.86)","(3126.76, 1531.21)","(2979.62, 1019.23)","(2985.91, 1019.14)","(nan, nan)","(3026.93, 1036.84)","(3079.83, 1566.56)","(3091.9, 1572.35)","(3138.98, 1531.6)","(3026.97, 1425.34)","(3020.99, 1419.59)","(3038.54, 1378.38)"
"(2938.86, 1025.12)","(2985.87, 1101.41)","(2973.84, 1095.74)","(2962.25, 1172.2)","(2938.39, 1160.4)","(2997.53, 1101.7)","(2991.6, 1195.73)","(2932.86, 1166.26)","(2985.8, 1260.5)","(2956.35, 1254.71)","(2885.47, 1348.91)","(2991.65, 1431.06)","(3003.33, 1266.43)","(3032.68, 1401.98)","(3121.22, 1525.4)","(2938.84, 1013.5)","(2950.36, 1013.52)","(nan, nan)","(2991.51, 1030.95)","(3079.83, 1560.84)","(3091.78, 1566.63)","(3138.73, 1525.63)","(2985.52, 1466.68)","(2979.94, 1454.83)","(3009.33, 1431.05)"
"(2909.16, 1019.05)","(2950.3, 1101.28)","(2938.63, 1089.85)","(2932.74, 1154.82)","(2891.64, 1148.63)","(2973.93, 1101.63)","(2944.76, 1190)","(2897.19, 1148.71)","(2944.72, 1260.58)","(2932.58, 1254.84)","(2844.32, 1343.06)","(2944.49, 1431.47)","(2979.81, 1266.41)","(3015.13, 1396.14)","(3103.57, 1513.59)","(2903.36, 1012.96)","(2932.54, 1013.21)","(nan, nan)","(2956.35, 1025.15)","(3079.62, 1560.83)","(3091.68, 1560.69)","(3127.28, 1513.68)","(2938.39, 1478.53)","(2932.52, 1478.1)","(2968.01, 1431.42)"
